ContextInfo;ContextInfo.EqualityContract;ContextInfo.ElementType;ContextInfo.ElementVisibility;ContextInfo.Identifier;ContextInfo.Namespace;ContextInfo.FullName;ContextInfo.Name;ContextInfo.ShortName;ContextInfo.Contexts;ContextInfo.ClassOwner;ContextInfo.MethodOwner;ContextInfo.Action;ContextInfo.Domains;ContextInfo.References;ContextInfo.InvokedBy;ContextInfo.Owns;ContextInfo.MethodOwnedByItSelf;ContextInfo.Properties;ContextInfo.Dimensions;ContextInfo.SpanStart;ContextInfo.SpanEnd;ContextInfo.SymbolWrapper;ContextInfo.SyntaxWrapper;ContextInfo.NameWithClassOwnerName
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpContextInfoBuilderProperty<TContext>, Namespace = RoslynKit.Phases.ContextInfoBuilder, FullName = CSharpContextInfoBuilderProperty<TContext>, Name = CSharpContextInfoBuilderProperty, ShortName = CSharpContextInfoBuilderProperty, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 342, SpanEnd = 1148, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpContextInfoBuilderProperty }";ContextKit.Model.ContextInfo;class;public;CSharpContextInfoBuilderProperty<TContext>;RoslynKit.Phases.ContextInfoBuilder;CSharpContextInfoBuilderProperty<TContext>;CSharpContextInfoBuilderProperty;CSharpContextInfoBuilderProperty;"[contextinfo, build, roslyn]";"";"";build;"[contextinfo, roslyn]";[];[];[];False;[];[];342;1148;"";"";CSharpContextInfoBuilderProperty
"ContextInfo { ElementType = interface, ElementVisibility = public, Identifier = IContextInfoDatasetBuilder<TTensor>, Namespace = ContextKit.Model, FullName = IContextInfoDatasetBuilder<TTensor>, Name = IContextInfoDatasetBuilder, ShortName = IContextInfoDatasetBuilder, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 175, SpanEnd = 453, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = IContextInfoDatasetBuilder }";ContextKit.Model.ContextInfo;interface;public;IContextInfoDatasetBuilder<TTensor>;ContextKit.Model;IContextInfoDatasetBuilder<TTensor>;IContextInfoDatasetBuilder;IContextInfoDatasetBuilder;"[contextinfo, contextinfomatrix, build]";"";"";build;"[contextinfo, contextinfomatrix]";[];[];[];False;[];[];175;453;"";"";IContextInfoDatasetBuilder
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = ContextValidationDecorator<T>, Namespace = ContextKit.ContextData, FullName = ContextValidationDecorator<T>, Name = ContextValidationDecorator, ShortName = ContextValidationDecorator, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 233, SpanEnd = 1468, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = ContextValidationDecorator }";ContextKit.Model.ContextInfo;class;public;ContextValidationDecorator<T>;ContextKit.ContextData;ContextValidationDecorator<T>;ContextValidationDecorator;ContextValidationDecorator;"[roslyn, contextinfo, build]";"";"";build;"[roslyn, contextinfo]";[];[];[];False;[];[];233;1468;"";"";ContextValidationDecorator
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = HtmlPageCompilerActionOnly<TDataTensor>, Namespace = ExporterKit.Html.Pages.CoCompiler, FullName = HtmlPageCompilerActionOnly<TDataTensor>, Name = HtmlPageCompilerActionOnly, ShortName = HtmlPageCompilerActionOnly, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 664, SpanEnd = 3911, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = HtmlPageCompilerActionOnly }";ContextKit.Model.ContextInfo;class;public;HtmlPageCompilerActionOnly<TDataTensor>;ExporterKit.Html.Pages.CoCompiler;HtmlPageCompilerActionOnly<TDataTensor>;HtmlPageCompilerActionOnly;HtmlPageCompilerActionOnly;"[contextinfo, build, html]";"";"";build;"[contextinfo, html]";[];[];[];False;[];[];664;3911;"";"";HtmlPageCompilerActionOnly
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = CSharpContextInfoBuilderDelegate<TContext>, Namespace = RoslynKit.Phases.ContextInfoBuilder, FullName = CSharpContextInfoBuilderDelegate<TContext>, Name = CSharpContextInfoBuilderDelegate, ShortName = CSharpContextInfoBuilderDelegate, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 342, SpanEnd = 1148, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = CSharpContextInfoBuilderDelegate }";ContextKit.Model.ContextInfo;class;public;CSharpContextInfoBuilderDelegate<TContext>;RoslynKit.Phases.ContextInfoBuilder;CSharpContextInfoBuilderDelegate<TContext>;CSharpContextInfoBuilderDelegate;CSharpContextInfoBuilderDelegate;"[contextinfo, build, roslyn]";"";"";build;"[contextinfo, roslyn]";[];[];[];False;[];[];342;1148;"";"";CSharpContextInfoBuilderDelegate
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = ContextInfoDatasetBuilder<TTensor>, Namespace = ContextKit.Model, FullName = ContextInfoDatasetBuilder<TTensor>, Name = ContextInfoDatasetBuilder, ShortName = ContextInfoDatasetBuilder, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 326, SpanEnd = 1789, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = ContextInfoDatasetBuilder }";ContextKit.Model.ContextInfo;class;public;ContextInfoDatasetBuilder<TTensor>;ContextKit.Model;ContextInfoDatasetBuilder<TTensor>;ContextInfoDatasetBuilder;ContextInfoDatasetBuilder;"[contextinfo, contextinfomatrix, build]";"";"";build;"[contextinfo, contextinfomatrix]";[];[];[];False;[];[];326;1789;"";"";ContextInfoDatasetBuilder
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = ContextInfoFiller<TTensor>, Namespace = ContextKit.Model, FullName = ContextInfoFiller<TTensor>, Name = ContextInfoFiller, ShortName = ContextInfoFiller, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 236, SpanEnd = 1949, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = ContextInfoFiller }";ContextKit.Model.ContextInfo;class;public;ContextInfoFiller<TTensor>;ContextKit.Model;ContextInfoFiller<TTensor>;ContextInfoFiller;ContextInfoFiller;"[contextinfo, contextinfomatrix, build]";"";"";build;"[contextinfo, contextinfomatrix]";[];[];[];False;[];[];236;1949;"";"";ContextInfoFiller
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = HtmlPageCompilerDomainOnly<TDataTensor>, Namespace = ExporterKit.Html.Pages.CoCompiler, FullName = HtmlPageCompilerDomainOnly<TDataTensor>, Name = HtmlPageCompilerDomainOnly, ShortName = HtmlPageCompilerDomainOnly, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 630, SpanEnd = 3539, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = HtmlPageCompilerDomainOnly }";ContextKit.Model.ContextInfo;class;public;HtmlPageCompilerDomainOnly<TDataTensor>;ExporterKit.Html.Pages.CoCompiler;HtmlPageCompilerDomainOnly<TDataTensor>;HtmlPageCompilerDomainOnly;HtmlPageCompilerDomainOnly;"[contextinfo, build, html]";"";"";build;"[contextinfo, html]";[];[];[];False;[];[];630;3539;"";"";HtmlPageCompilerDomainOnly
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = ContextInfoFillerEmptyData<TTensor>, Namespace = ContextKit.Model, FullName = ContextInfoFillerEmptyData<TTensor>, Name = ContextInfoFillerEmptyData, ShortName = ContextInfoFillerEmptyData, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 358, SpanEnd = 3285, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = ContextInfoFillerEmptyData }";ContextKit.Model.ContextInfo;class;public;ContextInfoFillerEmptyData<TTensor>;ContextKit.Model;ContextInfoFillerEmptyData<TTensor>;ContextInfoFillerEmptyData;ContextInfoFillerEmptyData;"[contextinfo, contextinfomatrix, build]";"";"";build;"[contextinfo, contextinfomatrix]";[];[];[];False;[];[];358;3285;"";"";ContextInfoFillerEmptyData
"ContextInfo { ElementType = class, ElementVisibility = public, Identifier = SemanticCompilationMapBuilder<TSyntaxTreeWrapper>, Namespace = SemanticKit.Model, FullName = SemanticCompilationMapBuilder<TSyntaxTreeWrapper>, Name = SemanticCompilationMapBuilder, ShortName = SemanticCompilationMapBuilder, Contexts = System.Collections.Generic.HashSet`1[System.String], ClassOwner = , MethodOwner = , Action = build, Domains = System.Collections.Generic.HashSet`1[System.String], References = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], InvokedBy = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Owns = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], MethodOwnedByItSelf = False, Properties = System.Collections.Generic.HashSet`1[ContextKit.Model.ContextInfo], Dimensions = System.Collections.Generic.Dictionary`2[System.String,System.String], SpanStart = 271, SpanEnd = 1434, SymbolWrapper = , SyntaxWrapper = , NameWithClassOwnerName = SemanticCompilationMapBuilder }";ContextKit.Model.ContextInfo;class;public;SemanticCompilationMapBuilder<TSyntaxTreeWrapper>;SemanticKit.Model;SemanticCompilationMapBuilder<TSyntaxTreeWrapper>;SemanticCompilationMapBuilder;SemanticCompilationMapBuilder;"[roslyn, build, contextinfo]";"";"";build;"[roslyn, contextinfo, compilationflow]";[];[];[];False;[];[];271;1434;"";"";SemanticCompilationMapBuilder
